ANIO,COD_DPTO,NOM_DPTO,NOM_MUSEO,COD_MES,NOM_MES,COD_TIPO,NOM_TIPO,ADU_BOLESPPAGANTES,EST_BOLESPPAGANTES,NIN_BOLESPPAGANTES,MIL_BOLESPPAGANTES,ADM_BOLESPPAGANTES,ADU_PAGANTES,EST_PAGANTES,NIN_PAGANTES,TOTAL_PAGANTES,ADU_BOLESPNOPAGANTES,EST_BOLESPNOPAGANTES,NIN_BOLESPNOPAGANTES,MIL_BOLESPNOPAGANTES,ADM_BOLESPNOPAGANTES,ADU_NOPAGANTES,EST_NOPAGANTES,NIN_NOPAGANTES,TOTAL_NOPAGANTES,TOTAL,FECHA,ADULTOS,ADULTO_MAYOR,ESTUDIANTE,NIÑOS,MILITAR,IDMUSEO
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",1,Enero,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,53,391,391,2007-01-01,330,0,8,53,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",1,Enero,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,17,2007-01-01,17,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",2,Febrero,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,13,64,294,294,2007-02-01,217,0,13,64,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",2,Febrero,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,19,2007-02-01,19,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",3,Marzo,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,72,301,591,591,2007-03-01,218,0,72,301,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",3,Marzo,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,23,2007-03-01,23,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",4,Abril,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,52,92,428,428,2007-04-01,284,0,52,92,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",4,Abril,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,16,2007-04-01,16,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",5,Mayo,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,20,201,439,439,2007-05-01,218,0,20,201,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",5,Mayo,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,32,2007-05-01,32,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",6,Junio,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,32,52,257,257,2007-06-01,173,0,32,52,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",6,Junio,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,27,2007-06-01,27,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",7,Julio,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,19,46,258,258,2007-07-01,193,0,19,46,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",7,Julio,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,63,2007-07-01,63,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",8,Agosto,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1,89,486,486,2007-08-01,396,0,1,89,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",8,Agosto,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,78,78,2007-08-01,78,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",9,Setiembre,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,12,56,302,302,2007-09-01,234,0,12,56,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",9,Setiembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,50,2007-09-01,50,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",10,Octubre,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,8,118,421,421,2007-10-01,295,0,8,118,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",10,Octubre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,37,2007-10-01,37,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",11,Noviembre,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,12,60,265,265,2007-11-01,193,0,12,60,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",11,Noviembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,42,2007-11-01,42,0,0,0,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",12,Diciembre,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,41,125,330,330,2007-12-01,164,0,41,125,0,51
2007,1,Amazonas,"Sala de Exhibicion ""Gilberto Tenorio Ruiz""",12,Diciembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,18,2007-12-01,18,0,0,0,0,51
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",1,Enero,0,Nacionales,0,0,0,0,0,208,139,164,511,0,0,0,0,0,0,0,0,0,511,2007-01-01,208,0,139,164,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",1,Enero,1,Extranjeros,0,0,0,0,0,82,11,0,93,0,0,0,0,0,0,0,0,0,93,2007-01-01,82,0,11,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",2,Febrero,0,Nacionales,0,0,0,0,0,177,163,172,512,0,0,0,0,0,0,0,0,0,512,2007-02-01,177,0,163,172,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",2,Febrero,1,Extranjeros,0,0,0,0,0,38,10,0,48,0,0,0,0,0,0,0,0,0,48,2007-02-01,38,0,10,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",3,Marzo,0,Nacionales,0,0,0,0,0,158,101,86,345,0,0,0,0,0,0,0,0,0,345,2007-03-01,158,0,101,86,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",3,Marzo,1,Extranjeros,0,0,0,0,0,111,33,0,144,0,0,0,0,0,0,0,0,0,144,2007-03-01,111,0,33,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",4,Abril,0,Nacionales,0,0,0,0,0,427,165,167,759,0,0,0,0,0,0,0,0,0,759,2007-04-01,427,0,165,167,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",4,Abril,1,Extranjeros,0,0,0,0,0,64,22,0,86,0,0,0,0,0,0,0,0,0,86,2007-04-01,64,0,22,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",5,Mayo,0,Nacionales,0,0,0,0,0,172,98,284,554,0,0,0,0,0,434,906,1520,2860,3414,2007-05-01,606,0,1004,1804,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",5,Mayo,1,Extranjeros,0,0,0,0,0,78,15,0,93,0,0,0,0,0,140,0,0,140,233,2007-05-01,218,0,15,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",6,Junio,0,Nacionales,0,0,0,0,0,180,181,452,813,0,0,0,0,0,0,0,0,0,813,2007-06-01,180,0,181,452,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",6,Junio,1,Extranjeros,0,0,0,0,0,172,1,0,173,0,0,0,0,0,0,0,0,0,173,2007-06-01,172,0,1,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",7,Julio,0,Nacionales,0,0,0,0,0,326,202,249,777,0,0,0,0,0,0,0,0,0,777,2007-07-01,326,0,202,249,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",7,Julio,1,Extranjeros,0,0,0,0,0,238,44,0,282,0,0,0,0,0,0,0,0,0,282,2007-07-01,238,0,44,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",8,Agosto,0,Nacionales,0,0,0,0,0,472,241,374,1087,0,0,0,0,0,0,0,0,0,1087,2007-08-01,472,0,241,374,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",8,Agosto,1,Extranjeros,0,0,0,0,0,247,48,0,295,0,0,0,0,0,0,0,0,0,295,2007-08-01,247,0,48,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",9,Setiembre,0,Nacionales,0,0,0,0,0,225,113,453,791,0,0,0,0,0,0,0,0,0,791,2007-09-01,225,0,113,453,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",9,Setiembre,1,Extranjeros,0,0,0,0,0,160,28,0,188,0,0,0,0,0,0,0,0,0,188,2007-09-01,160,0,28,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",10,Octubre,0,Nacionales,0,0,0,0,0,346,191,1294,1831,0,0,0,0,0,0,0,0,0,1831,2007-10-01,346,0,191,1294,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",10,Octubre,1,Extranjeros,0,0,0,0,0,21,11,0,32,0,0,0,0,0,0,0,0,0,32,2007-10-01,21,0,11,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",11,Noviembre,0,Nacionales,0,0,0,0,0,242,246,1087,1575,0,0,0,0,0,0,0,0,0,1575,2007-11-01,242,0,246,1087,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",11,Noviembre,1,Extranjeros,0,0,0,0,0,43,6,0,49,0,0,0,0,0,0,0,0,0,49,2007-11-01,43,0,6,0,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",12,Diciembre,0,Nacionales,0,0,0,0,0,210,99,467,776,0,0,0,0,0,0,0,0,0,776,2007-12-01,210,0,99,467,0,7
2007,2,Ancash,"Museo Arqueologico de Ancash ""Augusto Soriano Infante""",12,Diciembre,1,Extranjeros,0,0,0,0,0,25,11,0,36,0,0,0,0,0,0,0,0,0,36,2007-12-01,25,0,11,0,0,7
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,1,Enero,0,Nacionales,0,0,0,0,0,213,131,131,475,0,0,0,0,0,0,0,0,0,475,2007-01-01,213,0,131,131,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,1,Enero,1,Extranjeros,0,0,0,0,0,130,81,8,219,0,0,0,0,0,0,0,0,0,219,2007-01-01,130,0,81,8,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,2,Febrero,0,Nacionales,0,0,0,0,0,159,116,164,439,0,0,0,0,0,0,0,0,0,439,2007-02-01,159,0,116,164,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,2,Febrero,1,Extranjeros,0,0,0,0,0,119,59,17,195,0,0,0,0,0,0,0,0,0,195,2007-02-01,119,0,59,17,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,3,Marzo,0,Nacionales,0,0,0,0,0,121,71,31,223,0,0,0,0,0,0,0,0,0,223,2007-03-01,121,0,71,31,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,3,Marzo,1,Extranjeros,0,0,0,0,0,129,51,5,185,0,0,0,0,0,0,0,0,0,185,2007-03-01,129,0,51,5,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,4,Abril,0,Nacionales,0,0,0,0,0,499,181,135,815,0,0,0,0,0,0,0,0,0,815,2007-04-01,499,0,181,135,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,4,Abril,1,Extranjeros,0,0,0,0,0,259,66,11,336,0,0,0,0,0,0,0,0,0,336,2007-04-01,259,0,66,11,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,5,Mayo,0,Nacionales,0,0,0,0,0,240,131,64,435,0,0,0,0,0,0,0,0,0,435,2007-05-01,240,0,131,64,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,5,Mayo,1,Extranjeros,0,0,0,0,0,214,81,8,303,0,0,0,0,0,0,0,0,0,303,2007-05-01,214,0,81,8,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,6,Junio,0,Nacionales,0,0,0,0,0,355,231,430,1016,0,0,0,0,0,0,0,0,0,1016,2007-06-01,355,0,231,430,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,6,Junio,1,Extranjeros,0,0,0,0,0,282,98,13,393,0,0,0,0,0,0,0,0,0,393,2007-06-01,282,0,98,13,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,7,Julio,0,Nacionales,0,0,0,0,0,573,282,283,1138,0,0,0,0,0,0,0,0,0,1138,2007-07-01,573,0,282,283,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,7,Julio,1,Extranjeros,0,0,0,0,0,488,130,14,632,0,0,0,0,0,0,0,0,0,632,2007-07-01,488,0,130,14,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,8,Agosto,0,Nacionales,0,0,0,0,0,362,184,161,707,0,0,0,0,0,0,0,0,0,707,2007-08-01,362,0,184,161,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,8,Agosto,1,Extranjeros,0,0,0,0,0,400,52,58,510,0,0,0,0,0,0,0,0,0,510,2007-08-01,400,0,52,58,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,9,Setiembre,0,Nacionales,0,0,0,0,0,230,95,975,1300,0,0,0,0,0,0,0,0,0,1300,2007-09-01,230,0,95,975,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,9,Setiembre,1,Extranjeros,0,0,0,0,0,264,51,21,336,0,0,0,0,0,0,0,0,0,336,2007-09-01,264,0,51,21,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,10,Octubre,0,Nacionales,0,0,0,0,0,242,116,624,982,0,0,0,0,0,0,0,0,0,982,2007-10-01,242,0,116,624,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,10,Octubre,1,Extranjeros,0,0,0,0,0,166,66,48,280,0,0,0,0,0,0,0,0,0,280,2007-10-01,166,0,66,48,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,11,Noviembre,0,Nacionales,0,0,0,0,0,139,293,1174,1606,0,0,0,0,0,0,0,0,0,1606,2007-11-01,139,0,293,1174,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,11,Noviembre,1,Extranjeros,0,0,0,0,0,93,32,8,133,0,0,0,0,0,0,0,0,0,133,2007-11-01,93,0,32,8,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,12,Diciembre,0,Nacionales,0,0,0,0,0,165,153,379,697,0,0,0,0,0,0,0,0,0,697,2007-12-01,165,0,153,379,0,54
2007,2,Ancash,Sala de Exhibicion del Monumento Arqueologico de Willkawain,12,Diciembre,1,Extranjeros,0,0,0,0,0,74,33,0,107,0,0,0,0,0,0,0,0,0,107,2007-12-01,74,0,33,0,0,54
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",1,Enero,0,Nacionales,0,0,0,0,0,351,115,170,636,0,0,0,0,0,0,0,0,0,636,2007-01-01,351,0,115,170,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",1,Enero,1,Extranjeros,0,0,0,0,0,121,22,0,143,0,0,0,0,0,0,0,0,0,143,2007-01-01,121,0,22,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",2,Febrero,0,Nacionales,0,0,0,0,0,298,85,163,546,0,0,0,0,0,0,0,0,0,546,2007-02-01,298,0,85,163,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",2,Febrero,1,Extranjeros,0,0,0,0,0,128,28,0,156,0,0,0,0,0,0,0,0,0,156,2007-02-01,128,0,28,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",3,Marzo,0,Nacionales,0,0,0,0,0,250,71,178,499,0,0,0,0,0,0,0,0,0,499,2007-03-01,250,0,71,178,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",3,Marzo,1,Extranjeros,0,0,0,0,0,59,29,0,88,0,0,0,0,0,0,0,0,0,88,2007-03-01,59,0,29,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",4,Abril,0,Nacionales,0,0,0,0,0,528,186,211,925,0,0,0,0,0,0,0,0,0,925,2007-04-01,528,0,186,211,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",4,Abril,1,Extranjeros,0,0,0,0,0,77,42,0,119,0,0,0,0,0,0,0,0,0,119,2007-04-01,77,0,42,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",5,Mayo,0,Nacionales,0,0,0,0,0,209,60,203,472,0,0,0,0,0,0,0,0,0,472,2007-05-01,209,0,60,203,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",5,Mayo,1,Extranjeros,0,0,0,0,0,82,35,0,117,0,0,0,0,0,0,0,0,0,117,2007-05-01,82,0,35,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",6,Junio,0,Nacionales,0,0,0,0,0,183,84,780,1047,0,0,0,0,0,0,0,0,0,1047,2007-06-01,183,0,84,780,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",6,Junio,1,Extranjeros,0,0,0,0,0,105,47,0,152,0,0,0,0,0,0,0,0,0,152,2007-06-01,105,0,47,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",7,Julio,0,Nacionales,0,0,0,0,0,416,70,382,868,0,0,0,0,0,0,0,0,0,868,2007-07-01,416,0,70,382,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",7,Julio,1,Extranjeros,0,0,0,0,0,160,64,0,224,0,0,0,0,0,0,0,0,0,224,2007-07-01,160,0,64,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",8,Agosto,0,Nacionales,0,0,0,0,0,432,163,676,1271,0,0,0,0,0,0,0,0,0,1271,2007-08-01,432,0,163,676,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",8,Agosto,1,Extranjeros,0,0,0,0,0,189,82,0,271,0,0,0,0,0,0,0,0,0,271,2007-08-01,189,0,82,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",9,Setiembre,0,Nacionales,0,0,0,0,0,223,29,2165,2417,0,0,0,0,0,0,0,0,0,2417,2007-09-01,223,0,29,2165,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",9,Setiembre,1,Extranjeros,0,0,0,0,0,158,40,0,198,0,0,0,0,0,0,0,0,0,198,2007-09-01,158,0,40,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",10,Octubre,0,Nacionales,0,0,0,0,0,368,82,1249,1699,0,0,0,0,0,0,0,0,0,1699,2007-10-01,368,0,82,1249,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",10,Octubre,1,Extranjeros,0,0,0,0,0,164,35,0,199,0,0,0,0,0,0,0,0,0,199,2007-10-01,164,0,35,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",11,Noviembre,0,Nacionales,0,0,0,0,0,214,55,986,1255,0,0,0,0,0,0,0,0,0,1255,2007-11-01,214,0,55,986,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",11,Noviembre,1,Extranjeros,0,0,0,0,0,101,75,0,176,0,0,0,0,0,0,0,0,0,176,2007-11-01,101,0,75,0,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",12,Diciembre,0,Nacionales,0,0,0,0,0,257,71,739,1067,0,0,0,0,0,0,0,0,0,1067,2007-12-01,257,0,71,739,0,24
2007,2,Ancash,"Museo Regional de Casma ""Max Uhle""",12,Diciembre,1,Extranjeros,0,0,0,0,0,112,52,0,164,0,0,0,0,0,0,0,0,0,164,2007-12-01,112,0,52,0,0,24
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",1,Enero,0,Nacionales,0,0,0,0,0,11,8,0,19,0,0,0,0,0,0,0,0,0,19,2007-01-01,11,0,8,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",1,Enero,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-01-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",2,Febrero,0,Nacionales,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,7,2007-02-01,7,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",2,Febrero,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-02-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",3,Marzo,0,Nacionales,0,0,0,0,0,21,1,0,22,0,0,0,0,0,0,0,0,0,22,2007-03-01,21,0,1,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",3,Marzo,1,Extranjeros,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2007-03-01,1,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",4,Abril,0,Nacionales,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,10,2007-04-01,6,0,4,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",4,Abril,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-04-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",5,Mayo,0,Nacionales,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,2007-05-01,5,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",5,Mayo,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-05-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",6,Junio,0,Nacionales,0,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,6,2007-06-01,4,0,2,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",6,Junio,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-06-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",7,Julio,0,Nacionales,0,0,0,0,0,31,6,0,37,0,0,0,0,0,0,0,0,0,37,2007-07-01,31,0,6,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",7,Julio,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",8,Agosto,0,Nacionales,0,0,0,0,0,18,12,0,30,0,0,0,0,0,0,0,0,0,30,2007-08-01,18,0,12,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",8,Agosto,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-08-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",9,Setiembre,0,Nacionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",9,Setiembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-09-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",10,Octubre,0,Nacionales,0,0,0,0,0,9,45,0,54,0,0,0,0,0,0,0,0,0,54,2007-10-01,9,0,45,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",10,Octubre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",11,Noviembre,0,Nacionales,0,0,0,0,0,10,53,0,63,0,0,0,0,0,0,0,0,0,63,2007-11-01,10,0,53,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",11,Noviembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-11-01,0,0,0,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",12,Diciembre,0,Nacionales,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,21,2007-12-01,0,0,21,0,0,28
2007,2,Ancash,"Museo de Antropologia, Arqueologia E Historia Natural de Ranrahirca",12,Diciembre,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-12-01,0,0,0,0,0,28
2007,3,Apurimac,"Museo Arqueologico, Antropologico de Apurimac",1,Enero,0,Nacionales,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,54,54,64,2007-01-01,7,0,3,54,0,9
2007,3,Apurimac,"Museo Arqueologico, Antropologico de Apurimac",1,Enero,1,Extranjeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-01-01,0,0,0,0,0,9
